author_id,sentiment,YM,model
1156636195729883141,1,08/2019,ALL
16456706,1,08/2019,ALL
14229632,0,08/2019,ALL
1045431184799424512,0,08/2019,ALL
47973,1,08/2019,ALL
1513621700,0,08/2019,ALL
154130317,1,08/2019,ALL
1111453475878125568,0,08/2019,ALL
611658343,0,08/2019,ALL
154130317,1,08/2019,ALL
57288936,0,08/2019,ALL
857861496,0,08/2019,ALL
138526255,0,08/2019,ALL
204603016,1,08/2019,ALL
916135512,0,08/2019,ALL
235153539,0,08/2019,ALL
1140919445331668992,1,08/2019,ALL
2159851994,0,08/2019,ALL
468170947,1,08/2019,ALL
186933748,1,08/2019,ALL
297007421,0,08/2019,ALL
54882986,1,08/2019,ALL
17399172,1,08/2019,ALL
561558519,1,08/2019,ALL
3345194367,1,08/2019,ALL
48096388,1,08/2019,ALL
994991403578155009,0,08/2019,ALL
892766321330532353,1,08/2019,ALL
996326511702695936,1,08/2019,ALL
579957377,1,08/2019,ALL
938103231774887936,0,08/2019,ALL
19397439,0,08/2019,ALL
702753113447464961,0,08/2019,ALL
2653249400,0,08/2019,ALL
4594473976,0,08/2019,ALL
164958779,0,08/2019,ALL
1611641905,0,08/2019,ALL
20072403,0,08/2019,ALL
6448552,0,08/2019,ALL
800821941695221760,1,08/2019,ALL
1537798038,1,08/2019,ALL
1032363795832860677,0,08/2019,ALL
50636347,0,08/2019,ALL
382376904,0,08/2019,ALL
186933748,0,08/2019,ALL
2323143990,0,08/2019,ALL
111050337,1,08/2019,ALL
29097819,0,08/2019,ALL
77312459,1,08/2019,ALL
1128343110,0,08/2019,ALL
505247210,0,08/2019,ALL
499917020,1,08/2019,ALL
19674860,0,08/2019,ALL
578659671,0,08/2019,ALL
50636347,0,08/2019,ALL
836510570,1,08/2019,ALL
2781565134,0,08/2019,ALL
14060641,0,08/2019,ALL
1420660507,0,08/2019,ALL
2416162544,0,08/2019,ALL
360041793,0,08/2019,ALL
2864005906,0,08/2019,ALL
811402461277720576,0,08/2019,ALL
22194235,0,08/2019,ALL
156802208,0,08/2019,ALL
1120134046519058432,0,08/2019,ALL
27377871,1,08/2019,ALL
2356982959,1,08/2019,ALL
518238327,1,08/2019,ALL
156568938,1,08/2019,ALL
2356982959,1,08/2019,ALL
1104480552323899399,0,08/2019,ALL
186933748,0,08/2019,ALL
1735172144,1,08/2019,ALL
2784108076,0,08/2019,ALL
291785111,0,08/2019,ALL
25167160,0,08/2019,ALL
145266965,1,08/2019,ALL
2759196925,0,08/2019,ALL
1039828938166595585,0,08/2019,ALL
991515425170223104,1,08/2019,ALL
849795246347210752,0,08/2019,ALL
889748059202232320,0,08/2019,ALL
935651,1,08/2019,ALL
808051518242979841,1,08/2019,ALL
16663249,1,08/2019,ALL
18011233,0,08/2019,ALL
1099567797158453249,1,08/2019,ALL
3241740251,1,08/2019,ALL
1436070643,0,08/2019,ALL
382376904,0,08/2019,ALL
70991148,0,08/2019,ALL
18460854,0,08/2019,ALL
319207370,1,08/2019,ALL
986874897719701504,1,08/2019,ALL
2980021713,1,08/2019,ALL
1154402778623684608,1,08/2019,ALL
2356982959,0,08/2019,ALL
518238327,0,08/2019,ALL
234546583,1,08/2019,ALL
728500345,0,08/2019,ALL
24029979,1,08/2019,ALL
26735812,0,08/2019,ALL
1136201437929779204,0,08/2019,ALL
618727443,1,08/2019,ALL
1154402778623684608,0,08/2019,ALL
1119194293586092032,0,08/2019,ALL
289616919,0,08/2019,ALL
2343025604,0,08/2019,ALL
52524273,0,08/2019,ALL
381504847,1,08/2019,ALL
918813768418775040,0,08/2019,ALL
111050337,0,08/2019,ALL
3166017158,0,08/2019,ALL
77312459,0,08/2019,ALL
1160581680308133889,0,08/2019,ALL
130933506,0,08/2019,ALL
1083101163191332864,0,08/2019,ALL
176211652,1,08/2019,ALL
2770890991,1,08/2019,ALL
1104480552323899399,0,08/2019,ALL
26478168,0,08/2019,ALL
1006480716710989824,0,08/2019,ALL
1911568651,0,08/2019,ALL
472087557,1,08/2019,ALL
169961377,1,08/2019,ALL
3116811179,0,08/2019,ALL
2233538400,1,08/2019,ALL
2830775725,0,08/2019,ALL
24777840,0,08/2019,ALL
21905129,0,08/2019,ALL
21905129,0,08/2019,ALL
21905129,0,08/2019,ALL
98862961,0,08/2019,ALL
381504847,1,08/2019,ALL
4781133762,1,08/2019,ALL
3815139737,1,08/2019,ALL
28330466,0,08/2019,ALL
320881201,0,08/2019,ALL
36196298,1,08/2019,ALL
19203268,0,08/2019,ALL
2778277496,0,08/2019,ALL
754717050963107840,0,08/2019,ALL
377410679,0,08/2019,ALL
4784640996,0,08/2019,ALL
700398433702703105,0,08/2019,ALL
584006441,1,08/2019,ALL
4166755647,0,08/2019,ALL
2356982959,0,08/2019,ALL
518238327,0,08/2019,ALL
1053098840767770624,1,08/2019,ALL
1920091782,1,08/2019,ALL
519582908,0,08/2019,ALL
266024157,0,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
291785111,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1078894943232352257,1,08/2019,ALL
130468394,0,08/2019,ALL
516642056,1,08/2019,ALL
130933506,0,08/2019,ALL
382376904,0,08/2019,ALL
2990402052,0,08/2019,ALL
1078894943232352257,1,08/2019,ALL
17185551,0,08/2019,ALL
277115268,1,08/2019,ALL
920241869413666816,0,08/2019,ALL
25471555,1,08/2019,ALL
1158726140409929728,0,08/2019,ALL
1528708502,0,08/2019,ALL
3305615771,0,08/2019,ALL
946030079561347072,0,08/2019,ALL
268219852,1,08/2019,ALL
870221240929140736,0,08/2019,ALL
787150986313801728,0,08/2019,ALL
567614234,0,08/2019,ALL
89785537,0,08/2019,ALL
567614234,0,08/2019,ALL
26267412,0,08/2019,ALL
59437136,1,08/2019,ALL
28330466,0,08/2019,ALL
19123904,0,08/2019,ALL
17392332,0,08/2019,ALL
23991451,1,08/2019,ALL
10286432,0,08/2019,ALL
742255188262559744,1,08/2019,ALL
3232879200,0,08/2019,ALL
847110935324086272,1,08/2019,ALL
44299997,0,08/2019,ALL
374966809,0,08/2019,ALL
3387092133,0,08/2019,ALL
262413057,1,08/2019,ALL
996190197074288640,0,08/2019,ALL
3317217437,1,08/2019,ALL
89785537,0,08/2019,ALL
4337481797,0,08/2019,ALL
3236359248,0,08/2019,ALL
49616273,0,08/2019,ALL
2797602696,1,08/2019,ALL
130933506,0,08/2019,ALL
1149938426952769537,0,08/2019,ALL
2820538226,0,08/2019,ALL
1151763696718270465,0,08/2019,ALL
115150003,0,08/2019,ALL
26690318,0,08/2019,ALL
2617645478,0,08/2019,ALL
77312459,0,08/2019,ALL
475508304,1,08/2019,ALL
1733266260,0,08/2019,ALL
1104480552323899399,1,08/2019,ALL
60604206,1,08/2019,ALL
180528924,1,08/2019,ALL
245953506,0,08/2019,ALL
1122673389540450310,1,08/2019,ALL
284636751,0,08/2019,ALL
15399934,1,08/2019,ALL
29566832,1,08/2019,ALL
973935693268316161,1,08/2019,ALL
1110102080,0,08/2019,ALL
77312459,0,08/2019,ALL
56010225,0,08/2019,ALL
51276630,0,08/2019,ALL
144184701,1,08/2019,ALL
953170077892751372,1,08/2019,ALL
77312459,0,08/2019,ALL
934749505,1,08/2019,ALL
1735172144,0,08/2019,ALL
38747883,0,08/2019,ALL
616598082,0,08/2019,ALL
616598082,0,08/2019,ALL
1014885357572239360,0,08/2019,ALL
1163433181984354305,0,08/2019,ALL
62577611,1,08/2019,ALL
527131496,1,08/2019,ALL
84856591,1,08/2019,ALL
953170077892751372,0,08/2019,ALL
235153539,0,08/2019,ALL
947495822,0,08/2019,ALL
934749505,0,08/2019,ALL
382376904,0,08/2019,ALL
921834745968906240,0,08/2019,ALL
1003916401499926533,1,08/2019,ALL
24777840,0,08/2019,ALL
574807922,0,08/2019,ALL
716348353915686912,1,08/2019,ALL
1546558530,0,08/2019,ALL
1029023547325390849,0,08/2019,ALL
579957377,0,08/2019,ALL
579957377,0,08/2019,ALL
579957377,0,08/2019,ALL
256965214,1,08/2019,ALL
579957377,0,08/2019,ALL
579957377,0,08/2019,ALL
579957377,0,08/2019,ALL
248726341,0,08/2019,ALL
579957377,0,08/2019,ALL
1106664215207505920,0,08/2019,ALL
117431942,1,08/2019,ALL
1436070643,0,08/2019,ALL
33893402,0,08/2019,ALL
832695655285919745,1,08/2019,ALL
1101158184176312322,0,08/2019,ALL
1078894943232352257,1,08/2019,ALL
298040240,0,08/2019,ALL
260754780,1,08/2019,ALL
702153617923567616,1,08/2019,ALL
14304930,0,08/2019,ALL
395674143,0,08/2019,ALL
1436070643,0,08/2019,ALL
107058651,1,08/2019,ALL
136938329,0,08/2019,ALL
2797602696,0,08/2019,ALL
90879233,0,08/2019,ALL
985235880930660353,0,08/2019,ALL
1148923757886676992,0,08/2019,ALL
713325433006063616,1,08/2019,ALL
1032363795832860677,0,08/2019,ALL
728500345,0,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1047191913571540992,1,08/2019,ALL
3742479016,0,08/2019,ALL
320998986,1,08/2019,ALL
4504986106,1,08/2019,ALL
84156655,0,08/2019,ALL
1029023547325390849,0,08/2019,ALL
98862961,0,08/2019,ALL
2613395076,0,08/2019,ALL
74481206,0,08/2019,ALL
1565624064,1,08/2019,ALL
106231030,0,08/2019,ALL
89785537,0,08/2019,ALL
1108234224664903681,0,08/2019,ALL
3232879200,0,08/2019,ALL
488386178,0,08/2019,ALL
298704683,0,08/2019,ALL
1141270821828255744,0,08/2019,ALL
939060292008468480,1,08/2019,ALL
988366480810049537,0,08/2019,ALL
1105076086348701696,0,08/2019,ALL
4628776753,1,08/2019,ALL
4628776753,1,08/2019,ALL
723496117321617411,0,08/2019,ALL
927164722905956352,0,08/2019,ALL
742255188262559744,1,08/2019,ALL
349939181,1,08/2019,ALL
4778883448,0,08/2019,ALL
4778883448,0,08/2019,ALL
282716700,0,08/2019,ALL
905032656697475075,1,08/2019,ALL
262413057,1,08/2019,ALL
2981346982,0,08/2019,ALL
38747883,0,08/2019,ALL
455367046,0,08/2019,ALL
16228337,0,08/2019,ALL
67397583,0,08/2019,ALL
1872519374,0,08/2019,ALL
2904481677,1,08/2019,ALL
1735172144,1,08/2019,ALL
176211652,0,08/2019,ALL
77312459,0,08/2019,ALL
31271055,0,08/2019,ALL
775781157539614721,0,08/2019,ALL
38747883,0,08/2019,ALL
801202946272804864,0,08/2019,ALL
144184701,0,08/2019,ALL
230643305,1,08/2019,ALL
811351652540157952,0,08/2019,ALL
959857777899376645,1,08/2019,ALL
15664534,0,08/2019,ALL
382376904,0,08/2019,ALL
994536222126198784,0,08/2019,ALL
103012986,0,08/2019,ALL
615630658,0,08/2019,ALL
91109381,1,08/2019,ALL
541136693,1,08/2019,ALL
2797602696,1,08/2019,ALL
343245339,0,08/2019,ALL
928395814208180224,1,08/2019,ALL
48668310,0,08/2019,ALL
269101769,0,08/2019,ALL
4166755647,0,08/2019,ALL
19203268,0,08/2019,ALL
111046668,0,08/2019,ALL
2586135432,1,08/2019,ALL
15785718,0,08/2019,ALL
787150986313801728,1,08/2019,ALL
2471009922,0,08/2019,ALL
264340308,0,08/2019,ALL
4795397918,0,08/2019,ALL
990899576734453760,1,08/2019,ALL
72665057,0,08/2019,ALL
1035946859666321409,1,08/2019,ALL
967989059892035584,1,08/2019,ALL
12191,0,08/2019,ALL
889748059202232320,0,08/2019,ALL
808051518242979841,0,08/2019,ALL
730119046914576384,0,08/2019,ALL
939060292008468480,1,08/2019,ALL
374966809,1,08/2019,ALL
189700044,0,08/2019,ALL
189700044,0,08/2019,ALL
607276362,0,08/2019,ALL
89785537,0,08/2019,ALL
357380544,1,08/2019,ALL
23991451,1,08/2019,ALL
2957278121,0,08/2019,ALL
567614234,0,08/2019,ALL
1580767452,1,08/2019,ALL
28883136,0,08/2019,ALL
28883136,0,08/2019,ALL
198562549,1,08/2019,ALL
302543344,0,08/2019,ALL
3457973302,1,08/2019,ALL
742255188262559744,1,08/2019,ALL
3457973302,0,08/2019,ALL
863012851757309952,1,08/2019,ALL
252998850,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
3039735153,0,08/2019,ALL
254465189,0,08/2019,ALL
1129052172686172161,0,08/2019,ALL
14381572,0,08/2019,ALL
111050337,0,08/2019,ALL
1142207631274205184,1,08/2019,ALL
23490130,0,08/2019,ALL
16228337,1,08/2019,ALL
1044633302039232514,0,08/2019,ALL
894552518193229824,1,08/2019,ALL
128494703,0,08/2019,ALL
851410313580761090,0,08/2019,ALL
34121050,1,08/2019,ALL
38358391,0,08/2019,ALL
205117304,0,08/2019,ALL
1536562052,0,08/2019,ALL
555031989,0,08/2019,ALL
31328725,0,08/2019,ALL
2898017246,0,08/2019,ALL
30789592,0,08/2019,ALL
860526340235083777,0,08/2019,ALL
2356982959,1,08/2019,ALL
518238327,1,08/2019,ALL
282134662,0,08/2019,ALL
55687901,0,08/2019,ALL
20785440,0,08/2019,ALL
2356982959,0,08/2019,ALL
518238327,0,08/2019,ALL
34423941,0,08/2019,ALL
20748873,0,08/2019,ALL
156568938,0,08/2019,ALL
17056335,0,08/2019,ALL
241913350,0,08/2019,ALL
43317911,1,08/2019,ALL
2348518500,0,08/2019,ALL
3008835517,0,08/2019,ALL
922923198617853953,1,08/2019,ALL
213230769,0,08/2019,ALL
14242283,0,08/2019,ALL
91109381,1,08/2019,ALL
984536788596379649,0,08/2019,ALL
33622690,0,08/2019,ALL
2356982959,0,08/2019,ALL
518238327,0,08/2019,ALL
44393030,0,08/2019,ALL
1120134046519058432,0,08/2019,ALL
579957377,0,08/2019,ALL
2797602696,0,08/2019,ALL
24777840,1,08/2019,ALL
823885728300077058,1,08/2019,ALL
911624836459454465,0,08/2019,ALL
546735482,0,08/2019,ALL
1011170203957432320,1,08/2019,ALL
413946407,1,08/2019,ALL
961159213098692608,0,08/2019,ALL
4636138093,1,08/2019,ALL
110222301,1,08/2019,ALL
2906580072,0,08/2019,ALL
776810253467942912,0,08/2019,ALL
382376904,0,08/2019,ALL
1098770059315548161,0,08/2019,ALL
3116811179,0,08/2019,ALL
3014753362,0,08/2019,ALL
3198935319,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
747684963798093824,1,08/2019,ALL
8039622,1,08/2019,ALL
397450344,1,08/2019,ALL
816825631,0,08/2019,ALL
14863500,0,08/2019,ALL
1125659484796243969,0,08/2019,ALL
910481913839865857,1,08/2019,ALL
908230076,0,08/2019,ALL
114722371,0,08/2019,ALL
755755202062454784,0,08/2019,ALL
982132042845401088,0,08/2019,ALL
939060292008468480,1,08/2019,ALL
760009547037540353,1,08/2019,ALL
3345194367,0,08/2019,ALL
1020329242473754624,1,08/2019,ALL
416646214,0,08/2019,ALL
908230076,0,08/2019,ALL
124468712,0,08/2019,ALL
19397439,0,08/2019,ALL
25868334,1,08/2019,ALL
724611831785000960,0,08/2019,ALL
348347735,1,08/2019,ALL
724611831785000960,0,08/2019,ALL
545992640,0,08/2019,ALL
918813768418775040,0,08/2019,ALL
15715367,1,08/2019,ALL
22243973,1,08/2019,ALL
3042658626,0,08/2019,ALL
32713305,1,08/2019,ALL
17865295,0,08/2019,ALL
18106298,1,08/2019,ALL
138526255,0,08/2019,ALL
154130317,0,08/2019,ALL
1083101163191332864,1,08/2019,ALL
2420055422,0,08/2019,ALL
18068926,0,08/2019,ALL
825898445730873345,1,08/2019,ALL
840714182387462144,0,08/2019,ALL
46476819,0,08/2019,ALL
1138853865892093952,0,08/2019,ALL
1130746428,1,08/2019,ALL
846408660,1,08/2019,ALL
1153404823859027968,0,08/2019,ALL
3306233556,0,08/2019,ALL
1086170471811481600,0,08/2019,ALL
1130746428,1,08/2019,ALL
533628149,0,08/2019,ALL
4815829102,0,08/2019,ALL
3839696537,0,08/2019,ALL
22964380,1,08/2019,ALL
700816915791413248,0,08/2019,ALL
26498461,0,08/2019,ALL
2741799055,1,08/2019,ALL
1162647920945946624,0,08/2019,ALL
1122673389540450310,1,08/2019,ALL
15664534,1,08/2019,ALL
15664534,1,08/2019,ALL
851410313580761090,1,08/2019,ALL
15664534,1,08/2019,ALL
15664534,1,08/2019,ALL
15664534,1,08/2019,ALL
248426344,1,08/2019,ALL
567614234,0,08/2019,ALL
15221598,1,08/2019,ALL
1026568306201948160,1,08/2019,ALL
753665337837686784,1,08/2019,ALL
753665337837686784,0,08/2019,ALL
296728882,0,08/2019,ALL
493264719,0,08/2019,ALL
19397439,0,08/2019,ALL
3232879200,1,08/2019,ALL
567614234,0,08/2019,ALL
567614234,1,08/2019,ALL
567614234,0,08/2019,ALL
784225118,0,08/2019,ALL
117244757,1,08/2019,ALL
3232879200,0,08/2019,ALL
918443126485762048,0,08/2019,ALL
49922681,1,08/2019,ALL
711968514303729665,0,08/2019,ALL
108286674,0,08/2019,ALL
1099567797158453249,0,08/2019,ALL
84163469,0,08/2019,ALL
393479411,0,08/2019,ALL
1138126789228847104,0,08/2019,ALL
884022229,0,08/2019,ALL
131820370,0,08/2019,ALL
1118391094646124544,0,08/2019,ALL
99807930,1,08/2019,ALL
1105830438,0,08/2019,ALL
84887389,0,08/2019,ALL
717883608,0,08/2019,ALL
19123904,0,08/2019,ALL
1487695513,0,08/2019,ALL
17366048,0,08/2019,ALL
219294652,0,08/2019,ALL
60887123,1,08/2019,ALL
431068413,0,08/2019,ALL
921609360,0,08/2019,ALL
1161365191734546434,1,08/2019,ALL
3062501,1,08/2019,ALL
130441632,0,08/2019,ALL
1533918674,0,08/2019,ALL
859357874056822784,0,08/2019,ALL
15181839,0,08/2019,ALL
3384923242,1,08/2019,ALL
1146436457675939840,0,08/2019,ALL
2990402052,0,08/2019,ALL
197667859,0,08/2019,ALL
510411571,1,08/2019,ALL
341468259,0,08/2019,ALL
14291558,0,08/2019,ALL
821986103980736512,1,08/2019,ALL
164416840,0,08/2019,ALL
1650249378,0,08/2019,ALL
476686277,0,08/2019,ALL
717450215037403136,0,08/2019,ALL
19343597,0,08/2019,ALL
1064415878,1,08/2019,ALL
396622827,0,08/2019,ALL
1954706040,0,08/2019,ALL
2934239943,0,08/2019,ALL
2934239943,0,08/2019,ALL
2934239943,0,08/2019,ALL
315699412,0,08/2019,ALL
106733914,0,08/2019,ALL
415883818,0,08/2019,ALL
2558366100,0,08/2019,ALL
2934239943,0,08/2019,ALL
2881112571,0,08/2019,ALL
2644775972,0,08/2019,ALL
21741573,0,08/2019,ALL
99807930,0,08/2019,ALL
1143529355445800960,0,08/2019,ALL
1162257139995271170,1,08/2019,ALL
55693795,1,08/2019,ALL
1137201708491255808,0,08/2019,ALL
555360671,0,08/2019,ALL
21745651,0,08/2019,ALL
120675100,0,08/2019,ALL
426519789,1,08/2019,ALL
1144808631684091904,0,08/2019,ALL
493670363,0,08/2019,ALL
169218902,0,08/2019,ALL
966263603576889345,0,08/2019,ALL
294129976,0,08/2019,ALL
1138841846820495360,1,08/2019,ALL
249056056,0,08/2019,ALL
977351005,0,08/2019,ALL
312755256,1,08/2019,ALL
280157281,0,08/2019,ALL
2356982959,1,08/2019,ALL
518238327,1,08/2019,ALL
17662020,1,08/2019,ALL
4126324394,1,08/2019,ALL
816253996507820033,0,08/2019,ALL
14229632,0,08/2019,ALL
1044633302039232514,0,08/2019,ALL
3110747303,0,08/2019,ALL
1099990383742791680,0,08/2019,ALL
144184701,0,08/2019,ALL
23950210,0,08/2019,ALL
787150986313801728,0,08/2019,ALL
282004683,0,08/2019,ALL
234889461,0,08/2019,ALL
191081584,0,08/2019,ALL
2575461,1,08/2019,ALL
91109381,1,08/2019,ALL
2575461,1,08/2019,ALL
1147003902178541568,0,08/2019,ALL
3313692859,1,08/2019,ALL
547273503,0,08/2019,ALL
1607971160,0,08/2019,ALL
35147084,0,08/2019,ALL
1141270821828255744,1,08/2019,ALL
21699646,1,08/2019,ALL
20427885,1,08/2019,ALL
15868277,1,08/2019,ALL
34374853,0,08/2019,ALL
15868277,0,08/2019,ALL
790924443560312833,0,08/2019,ALL
15868277,0,08/2019,ALL
904007123696328704,0,08/2019,ALL
1147601118249328641,1,08/2019,ALL
19288705,0,08/2019,ALL
1039806799262740480,0,08/2019,ALL
1706432341,1,08/2019,ALL
1409726425,0,08/2019,ALL
1003916401499926533,1,08/2019,ALL
2483036149,1,08/2019,ALL
1159064640497827841,0,08/2019,ALL
1114082536832028672,0,08/2019,ALL
965177583531945984,0,08/2019,ALL
2906179109,0,08/2019,ALL
99807930,1,08/2019,ALL
1706432341,0,08/2019,ALL
2384049668,0,08/2019,ALL
243310535,1,08/2019,ALL
264942169,1,08/2019,ALL
24742805,0,08/2019,ALL
75673231,0,08/2019,ALL
1143161700595769344,0,08/2019,ALL
1621271,0,08/2019,ALL
773855215514705920,0,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1008259824247713792,1,08/2019,ALL
1141270821828255744,1,08/2019,ALL
1017500078817398784,0,08/2019,ALL
714684004495204352,1,08/2019,ALL
3299277702,0,08/2019,ALL
1156303226188324869,1,08/2019,ALL
832479909532405761,1,08/2019,ALL
1156955205034004480,0,08/2019,ALL
3064266184,0,08/2019,ALL
796749579383406592,0,08/2019,ALL
54882986,0,08/2019,ALL
21745651,0,08/2019,ALL
2887116026,0,08/2019,ALL
16556796,0,08/2019,ALL
240416188,0,08/2019,ALL
2657232558,0,08/2019,ALL
21765190,0,08/2019,ALL
1027475685915340800,0,08/2019,ALL
852130107166740482,1,08/2019,ALL
360095087,0,08/2019,ALL
475451043,0,08/2019,ALL
53203441,0,08/2019,ALL
1072508497,0,08/2019,ALL
1072508497,0,08/2019,ALL
4447920627,1,08/2019,ALL
144494566,0,08/2019,ALL
59284795,1,08/2019,ALL
426704450,0,08/2019,ALL
436327906,0,08/2019,ALL
732992674974797824,1,08/2019,ALL
341857168,0,08/2019,ALL
15785718,1,08/2019,ALL
754593548192755713,0,08/2019,ALL
23527299,1,08/2019,ALL
754593548192755713,0,08/2019,ALL
1620720727,0,08/2019,ALL
24777840,1,08/2019,ALL
4866498934,1,08/2019,ALL
50636347,1,08/2019,ALL
702701842317316096,1,08/2019,ALL
969173723457695744,1,08/2019,ALL
1120134046519058432,1,08/2019,ALL
741349681,1,08/2019,ALL
442583715,0,08/2019,ALL
58303312,0,08/2019,ALL
67591615,1,08/2019,ALL
14229632,0,08/2019,ALL
756040164149977089,1,08/2019,ALL
2904481677,1,08/2019,ALL
832991683876892672,1,08/2019,ALL
986019714034995202,0,08/2019,ALL
915874845518385152,0,08/2019,ALL
38561345,1,08/2019,ALL
1120134046519058432,0,08/2019,ALL
852517642728591360,1,08/2019,ALL
3020347646,0,08/2019,ALL
304521922,0,08/2019,ALL
58197146,1,08/2019,ALL
143136451,0,08/2019,ALL
21200219,1,08/2019,ALL
15715367,1,08/2019,ALL
2419731163,1,08/2019,ALL
1104480552323899399,0,08/2019,ALL
2803850034,0,08/2019,ALL
516034301,0,08/2019,ALL
2356982959,0,08/2019,ALL
518238327,0,08/2019,ALL
819861340294524928,0,08/2019,ALL
913128578081947649,0,08/2019,ALL
925268847401168897,0,08/2019,ALL
202705636,0,08/2019,ALL
3081529131,0,08/2019,ALL
1108209231147094017,1,08/2019,ALL
516034301,0,08/2019,ALL
2797602696,0,08/2019,ALL
3232879200,1,08/2019,ALL
1112717640676663298,0,08/2019,ALL
908230076,1,08/2019,ALL
17714540,0,08/2019,ALL
382376904,0,08/2019,ALL
1105897598337122306,0,08/2019,ALL
794815,0,08/2019,ALL
762489362332340226,0,08/2019,ALL
1078894943232352257,1,08/2019,ALL
1078894943232352257,1,08/2019,ALL
1078894943232352257,1,08/2019,ALL
87527189,0,08/2019,ALL
1157291404248387585,0,08/2019,ALL
15664534,0,08/2019,ALL
15440121,0,08/2019,ALL
262413057,1,08/2019,ALL
1387285009,0,08/2019,ALL
3067701,0,08/2019,ALL
84156655,0,08/2019,ALL
91915771,1,08/2019,ALL
735778492248248320,1,08/2019,ALL
243310535,0,08/2019,ALL
17229748,0,08/2019,ALL
947495822,0,08/2019,ALL
529247724,1,08/2019,ALL
616598082,0,08/2019,ALL
616598082,0,08/2019,ALL
988366480810049537,0,08/2019,ALL
616598082,0,08/2019,ALL
1065582283766157312,1,08/2019,ALL
800821941695221760,0,08/2019,ALL
21124864,0,08/2019,ALL
777582869040492545,0,08/2019,ALL
303701077,0,08/2019,ALL
949203160362573826,1,08/2019,ALL
230201546,1,08/2019,ALL
54182296,0,08/2019,ALL
332631460,1,08/2019,ALL
76052772,0,08/2019,ALL
1202142132,0,08/2019,ALL
913128578081947649,0,08/2019,ALL
955703055231606784,0,08/2019,ALL
46764842,1,08/2019,ALL
1186286940,0,08/2019,ALL
282091188,0,08/2019,ALL
15399934,1,08/2019,ALL
29566832,1,08/2019,ALL
2356982959,0,08/2019,ALL
518238327,0,08/2019,ALL
2709707268,1,08/2019,ALL
93639729,1,08/2019,ALL
986019714034995202,0,08/2019,ALL
716348353915686912,1,08/2019,ALL
2906580072,0,08/2019,ALL
3294836466,0,08/2019,ALL
3244580143,0,08/2019,ALL
4206447843,0,08/2019,ALL
1156298024148226048,0,08/2019,ALL
20526166,0,08/2019,ALL
4685192263,1,08/2019,ALL
14440053,1,08/2019,ALL
115662303,1,08/2019,ALL
247878466,1,08/2019,ALL
704024603841024000,0,08/2019,ALL
847822776941596672,1,08/2019,ALL
77312459,0,08/2019,ALL
3191025717,0,08/2019,ALL
836919320567562240,0,08/2019,ALL
25471555,0,08/2019,ALL
910481913839865857,0,08/2019,ALL
497455568,0,08/2019,ALL
2797602696,0,08/2019,ALL
1098770059315548161,1,08/2019,ALL
304429929,0,08/2019,ALL
857861496,1,08/2019,ALL
237789246,0,08/2019,ALL
614326389,1,08/2019,ALL
1549668462,0,08/2019,ALL
1395503426,1,08/2019,ALL
1141270821828255744,0,08/2019,ALL
14322288,0,08/2019,ALL
19203268,0,08/2019,ALL
782992058025775105,0,08/2019,ALL
15647878,0,08/2019,ALL
139122916,1,08/2019,ALL
291785111,1,08/2019,ALL
24777840,0,08/2019,ALL
219031924,0,08/2019,ALL
1735172144,0,08/2019,ALL
146536061,0,08/2019,ALL
58303312,0,08/2019,ALL
148103797,1,08/2019,ALL
52748391,1,08/2019,ALL
6753702,0,08/2019,ALL
17392332,0,08/2019,ALL
2711212681,1,08/2019,ALL
3815139737,0,08/2019,ALL
205109688,0,08/2019,ALL
1153953918436745216,0,08/2019,ALL
166202252,0,08/2019,ALL
389676479,0,08/2019,ALL
19397439,0,08/2019,ALL
89785537,0,08/2019,ALL
930158883095506944,0,08/2019,ALL
10944912,0,08/2019,ALL
32440728,0,08/2019,ALL
32485965,0,08/2019,ALL
58093760,1,08/2019,ALL
17714540,0,08/2019,ALL
492677033,0,08/2019,ALL
782959125076414464,0,08/2019,ALL
17714540,0,08/2019,ALL
3367379843,0,08/2019,ALL
16372540,1,08/2019,ALL
908803049824464896,0,08/2019,ALL
707909475764707328,0,08/2019,ALL
851410313580761090,0,08/2019,ALL
26478168,1,08/2019,ALL
787150986313801728,1,08/2019,ALL
15815704,0,08/2019,ALL
770621372183748608,0,08/2019,ALL
388684562,0,08/2019,ALL
1105900850650771456,1,08/2019,ALL
144184701,1,08/2019,ALL
15868277,0,08/2019,ALL
26478168,1,08/2019,ALL
204603016,0,08/2019,ALL
967190900,0,08/2019,ALL
17145442,0,08/2019,ALL
164527575,1,08/2019,ALL
282716700,1,08/2019,ALL
21429035,0,08/2019,ALL
1162054795307302912,0,08/2019,ALL
3300861942,0,08/2019,ALL
26498461,0,08/2019,ALL
