author_id,sentiment,YM,model
964864007420235776,0,05/2018,ALL
18272274,0,05/2018,ALL
288750734,1,05/2018,ALL
35792246,1,05/2018,ALL
93509250,0,05/2018,ALL
14536847,0,05/2018,ALL
27908591,0,05/2018,ALL
717348139,0,05/2018,ALL
803324,0,05/2018,ALL
788057632535896064,0,05/2018,ALL
808051518242979841,0,05/2018,ALL
21255790,1,05/2018,ALL
2159851994,0,05/2018,ALL
4874939135,0,05/2018,ALL
1850947177,0,05/2018,ALL
560372106,1,05/2018,ALL
110754856,0,05/2018,ALL
1414122888,0,05/2018,ALL
44754458,0,05/2018,ALL
110754856,1,05/2018,ALL
110754856,0,05/2018,ALL
743398777856331776,0,05/2018,ALL
128334973,0,05/2018,ALL
202590356,1,05/2018,ALL
1883224580,0,05/2018,ALL
724611831785000960,0,05/2018,ALL
18950544,0,05/2018,ALL
177733971,1,05/2018,ALL
2355269306,0,05/2018,ALL
3341950631,0,05/2018,ALL
84163469,1,05/2018,ALL
2908107542,0,05/2018,ALL
717348139,0,05/2018,ALL
941513401284677634,0,05/2018,ALL
992882621016367104,0,05/2018,ALL
1522298263,0,05/2018,ALL
179239584,1,05/2018,ALL
12964542,0,05/2018,ALL
53498980,1,05/2018,ALL
781019903574806529,0,05/2018,ALL
2344530218,1,05/2018,ALL
156568938,1,05/2018,ALL
79106955,1,05/2018,ALL
1643372640,0,05/2018,ALL
2905967386,0,05/2018,ALL
390220422,0,05/2018,ALL
50889423,1,05/2018,ALL
18950544,0,05/2018,ALL
52998189,1,05/2018,ALL
973880024360108032,1,05/2018,ALL
162585062,0,05/2018,ALL
1286954658,1,05/2018,ALL
464953531,0,05/2018,ALL
810854024769576960,0,05/2018,ALL
2344530218,1,05/2018,ALL
824933941878603776,0,05/2018,ALL
3020366587,1,05/2018,ALL
884022229,1,05/2018,ALL
214603937,1,05/2018,ALL
256965214,0,05/2018,ALL
2159851994,0,05/2018,ALL
10944912,0,05/2018,ALL
922699377554030592,0,05/2018,ALL
240425232,1,05/2018,ALL
1849613586,0,05/2018,ALL
16854832,1,05/2018,ALL
25298606,1,05/2018,ALL
3326342815,0,05/2018,ALL
717348139,0,05/2018,ALL
810854024769576960,0,05/2018,ALL
885239407112007680,0,05/2018,ALL
871552705763921920,0,05/2018,ALL
14381494,1,05/2018,ALL
17220566,1,05/2018,ALL
749858030733365248,0,05/2018,ALL
87775422,0,05/2018,ALL
28170108,1,05/2018,ALL
15664534,1,05/2018,ALL
256965214,0,05/2018,ALL
77312459,0,05/2018,ALL
806433186423021568,1,05/2018,ALL
762386032843034624,0,05/2018,ALL
29815389,0,05/2018,ALL
294932830,0,05/2018,ALL
966263603576889345,0,05/2018,ALL
15891455,1,05/2018,ALL
810736591148904448,0,05/2018,ALL
2750656221,1,05/2018,ALL
836272957,0,05/2018,ALL
983638978371969024,0,05/2018,ALL
569058464,0,05/2018,ALL
282585627,1,05/2018,ALL
841964200729681920,1,05/2018,ALL
256965214,1,05/2018,ALL
29272413,0,05/2018,ALL
256965214,0,05/2018,ALL
30510564,1,05/2018,ALL
202590356,1,05/2018,ALL
994536222126198784,1,05/2018,ALL
10639222,0,05/2018,ALL
705771480706097153,0,05/2018,ALL
493936640,1,05/2018,ALL
294932830,0,05/2018,ALL
2356982959,0,05/2018,ALL
518238327,0,05/2018,ALL
2827421829,0,05/2018,ALL
110754856,0,05/2018,ALL
110754856,1,05/2018,ALL
560372106,1,05/2018,ALL
152348706,0,05/2018,ALL
116161933,0,05/2018,ALL
994230624901783552,1,05/2018,ALL
973880024360108032,0,05/2018,ALL
177717760,1,05/2018,ALL
2344530218,0,05/2018,ALL
2646617678,0,05/2018,ALL
338736117,1,05/2018,ALL
717348139,0,05/2018,ALL
1697923279,0,05/2018,ALL
58279698,0,05/2018,ALL
3240487051,0,05/2018,ALL
179455653,1,05/2018,ALL
15664534,1,05/2018,ALL
719573147779997697,1,05/2018,ALL
706556245,0,05/2018,ALL
241185642,0,05/2018,ALL
79106955,1,05/2018,ALL
278943820,0,05/2018,ALL
28170108,0,05/2018,ALL
2692812625,0,05/2018,ALL
856059980906192896,0,05/2018,ALL
1871954587,0,05/2018,ALL
77312459,0,05/2018,ALL
88084666,0,05/2018,ALL
4337144594,0,05/2018,ALL
369853192,0,05/2018,ALL
2908107542,0,05/2018,ALL
17392332,1,05/2018,ALL
1965814579,0,05/2018,ALL
825023631835152384,1,05/2018,ALL
1965814579,0,05/2018,ALL
968981132816478208,0,05/2018,ALL
29726352,0,05/2018,ALL
490532138,0,05/2018,ALL
516642056,1,05/2018,ALL
152348706,0,05/2018,ALL
516642056,0,05/2018,ALL
721590650563461120,0,05/2018,ALL
3397344197,0,05/2018,ALL
492677033,0,05/2018,ALL
256965214,0,05/2018,ALL
740774212374237185,1,05/2018,ALL
29726352,1,05/2018,ALL
907566723502678016,1,05/2018,ALL
798348235530240000,0,05/2018,ALL
952157550434242560,1,05/2018,ALL
43335408,1,05/2018,ALL
41320422,1,05/2018,ALL
2435452856,0,05/2018,ALL
184728645,0,05/2018,ALL
138337137,0,05/2018,ALL
256965214,0,05/2018,ALL
816273673162289152,0,05/2018,ALL
925719033307193344,0,05/2018,ALL
101754689,0,05/2018,ALL
1514627563,1,05/2018,ALL
760886844896587776,1,05/2018,ALL
44607361,0,05/2018,ALL
179646149,0,05/2018,ALL
176801733,0,05/2018,ALL
179646149,1,05/2018,ALL
44607361,1,05/2018,ALL
176801733,1,05/2018,ALL
87775422,0,05/2018,ALL
177989708,1,05/2018,ALL
114140278,0,05/2018,ALL
739987878982213637,1,05/2018,ALL
130255009,1,05/2018,ALL
456522899,1,05/2018,ALL
38561345,1,05/2018,ALL
1513278008,0,05/2018,ALL
832991683876892672,0,05/2018,ALL
3060539594,1,05/2018,ALL
516642056,0,05/2018,ALL
3005135476,0,05/2018,ALL
943582748333215744,0,05/2018,ALL
2752871725,0,05/2018,ALL
175722238,1,05/2018,ALL
1001302864663367682,1,05/2018,ALL
73936597,1,05/2018,ALL
4858065226,0,05/2018,ALL
1001560354139377664,1,05/2018,ALL
516642056,0,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,0,05/2018,ALL
1001560354139377664,0,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
15664534,0,05/2018,ALL
1001560354139377664,1,05/2018,ALL
2535164173,1,05/2018,ALL
20757469,0,05/2018,ALL
988849589888299008,1,05/2018,ALL
31151790,0,05/2018,ALL
91914869,1,05/2018,ALL
1436070643,0,05/2018,ALL
951423426303950848,1,05/2018,ALL
132232120,0,05/2018,ALL
339216665,0,05/2018,ALL
46648807,0,05/2018,ALL
178641814,0,05/2018,ALL
4784640996,1,05/2018,ALL
56366858,0,05/2018,ALL
983638978371969024,1,05/2018,ALL
33202502,0,05/2018,ALL
297397741,1,05/2018,ALL
333585008,1,05/2018,ALL
110754856,0,05/2018,ALL
12964542,0,05/2018,ALL
811520967709224960,1,05/2018,ALL
96644473,0,05/2018,ALL
110754856,0,05/2018,ALL
324353641,0,05/2018,ALL
29726352,0,05/2018,ALL
20757469,0,05/2018,ALL
241835536,1,05/2018,ALL
3294005390,1,05/2018,ALL
25298606,0,05/2018,ALL
4054621529,0,05/2018,ALL
128494703,0,05/2018,ALL
152348706,0,05/2018,ALL
3095476632,0,05/2018,ALL
884022229,1,05/2018,ALL
177989708,1,05/2018,ALL
4374719908,1,05/2018,ALL
17392332,1,05/2018,ALL
69688234,0,05/2018,ALL
874394695,1,05/2018,ALL
264340308,0,05/2018,ALL
2883262945,0,05/2018,ALL
4337144594,1,05/2018,ALL
205873116,0,05/2018,ALL
252882579,0,05/2018,ALL
89831845,0,05/2018,ALL
344871914,0,05/2018,ALL
719573147779997697,0,05/2018,ALL
150864665,1,05/2018,ALL
4137140788,1,05/2018,ALL
1001560354139377664,0,05/2018,ALL
15204546,0,05/2018,ALL
726823336114835456,0,05/2018,ALL
32332637,0,05/2018,ALL
32332637,0,05/2018,ALL
32332637,0,05/2018,ALL
2356982959,0,05/2018,ALL
518238327,0,05/2018,ALL
978429211596660736,1,05/2018,ALL
824821350841806848,1,05/2018,ALL
2356982959,0,05/2018,ALL
518238327,0,05/2018,ALL
2414754096,0,05/2018,ALL
3307019009,1,05/2018,ALL
3815139737,1,05/2018,ALL
4829633289,0,05/2018,ALL
968981132816478208,0,05/2018,ALL
823868404142604290,0,05/2018,ALL
152348706,0,05/2018,ALL
289450944,1,05/2018,ALL
970140879393579009,0,05/2018,ALL
1001560354139377664,1,05/2018,ALL
556838366,0,05/2018,ALL
777152854561738752,0,05/2018,ALL
64587428,1,05/2018,ALL
39536591,1,05/2018,ALL
594777632,1,05/2018,ALL
25375560,1,05/2018,ALL
948885604091101184,0,05/2018,ALL
3151822850,0,05/2018,ALL
948885604091101184,1,05/2018,ALL
2273250337,1,05/2018,ALL
702168571582029824,0,05/2018,ALL
831794788487798784,0,05/2018,ALL
2806249513,1,05/2018,ALL
12964542,1,05/2018,ALL
152348706,0,05/2018,ALL
123167035,1,05/2018,ALL
297397741,0,05/2018,ALL
841964200729681920,1,05/2018,ALL
14267706,1,05/2018,ALL
21264315,1,05/2018,ALL
952157550434242560,1,05/2018,ALL
110754856,1,05/2018,ALL
983638978371969024,0,05/2018,ALL
74090185,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
524424404,1,05/2018,ALL
1001560354139377664,1,05/2018,ALL
297397741,0,05/2018,ALL
297397741,0,06/2018,ALL
946372393706106880,0,06/2018,ALL
19156565,0,06/2018,ALL
15135567,0,06/2018,ALL
902028782,0,06/2018,ALL
28170108,0,06/2018,ALL
2825240079,0,06/2018,ALL
42215084,1,06/2018,ALL
972821951059255296,1,06/2018,ALL
2356982959,1,06/2018,ALL
518238327,1,06/2018,ALL
2942178901,1,06/2018,ALL
15664534,0,06/2018,ALL
140102041,0,06/2018,ALL
95287864,0,06/2018,ALL
209311997,1,06/2018,ALL
85588718,0,06/2018,ALL
979917670886838272,0,06/2018,ALL
93509250,0,06/2018,ALL
15135567,0,06/2018,ALL
1190701380,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
77312459,0,06/2018,ALL
225325644,0,06/2018,ALL
981994399,0,06/2018,ALL
912602835199627266,0,06/2018,ALL
4883328358,0,06/2018,ALL
487558119,0,06/2018,ALL
57406777,0,06/2018,ALL
805456456938098688,0,06/2018,ALL
7581742,0,06/2018,ALL
3347325887,0,06/2018,ALL
4374719908,0,06/2018,ALL
1001560354139377664,0,06/2018,ALL
1001560354139377664,0,06/2018,ALL
516642056,0,06/2018,ALL
194924584,1,06/2018,ALL
198631656,0,06/2018,ALL
1416014694,0,06/2018,ALL
297051107,0,06/2018,ALL
964864007420235776,0,06/2018,ALL
91914869,0,06/2018,ALL
205109688,1,06/2018,ALL
608079104,0,06/2018,ALL
986115236771106816,0,06/2018,ALL
2307996595,0,06/2018,ALL
762681319738470401,1,06/2018,ALL
805741436465512448,0,06/2018,ALL
771767851,0,06/2018,ALL
487558119,0,06/2018,ALL
4877799789,0,06/2018,ALL
4830114910,1,06/2018,ALL
110754856,0,06/2018,ALL
555031989,0,06/2018,ALL
2311645130,0,06/2018,ALL
156894780,0,06/2018,ALL
101793096,1,06/2018,ALL
937962626222497793,0,06/2018,ALL
3304694299,0,06/2018,ALL
47271601,0,06/2018,ALL
162959744,0,06/2018,ALL
297397741,0,06/2018,ALL
28170108,0,06/2018,ALL
704928456514129920,0,06/2018,ALL
3292530666,1,06/2018,ALL
52530920,0,06/2018,ALL
93509250,0,06/2018,ALL
34564752,1,06/2018,ALL
756973500804595712,0,06/2018,ALL
18843840,0,06/2018,ALL
26498461,0,06/2018,ALL
32332637,0,06/2018,ALL
191763607,1,06/2018,ALL
26498461,0,06/2018,ALL
974748423353262082,0,06/2018,ALL
38156490,1,06/2018,ALL
176222496,0,06/2018,ALL
263436955,1,06/2018,ALL
803698899085127680,1,06/2018,ALL
47580092,1,06/2018,ALL
1479181362,1,06/2018,ALL
853868463261175808,0,06/2018,ALL
131820370,0,06/2018,ALL
35877393,0,06/2018,ALL
2570299291,0,06/2018,ALL
998806770997866496,1,06/2018,ALL
784207005875511296,1,06/2018,ALL
206581954,1,06/2018,ALL
184056927,1,06/2018,ALL
877441709256445953,0,06/2018,ALL
2317336050,1,06/2018,ALL
20998868,1,06/2018,ALL
18843840,1,06/2018,ALL
337821293,0,06/2018,ALL
861861525883158528,0,06/2018,ALL
386278866,1,06/2018,ALL
17575069,0,06/2018,ALL
220087854,0,06/2018,ALL
2425836948,1,06/2018,ALL
17393008,0,06/2018,ALL
493116999,0,06/2018,ALL
2548372826,0,06/2018,ALL
287859136,0,06/2018,ALL
17393008,1,06/2018,ALL
3326342815,0,06/2018,ALL
2858812331,1,06/2018,ALL
179455653,1,06/2018,ALL
808051518242979841,1,06/2018,ALL
173244056,0,06/2018,ALL
296241309,1,06/2018,ALL
25298606,1,06/2018,ALL
296728882,1,06/2018,ALL
3214659514,1,06/2018,ALL
1001755807170490369,0,06/2018,ALL
3326342815,0,06/2018,ALL
297397741,0,06/2018,ALL
294932830,0,06/2018,ALL
3097187167,0,06/2018,ALL
149666064,0,06/2018,ALL
28170108,0,06/2018,ALL
943874034512605184,1,06/2018,ALL
28170108,0,06/2018,ALL
28170108,0,06/2018,ALL
47886354,0,06/2018,ALL
19192576,0,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
18954235,1,06/2018,ALL
1530106297,0,06/2018,ALL
2425836948,0,06/2018,ALL
122396188,0,06/2018,ALL
1436070643,1,06/2018,ALL
2356982959,1,06/2018,ALL
518238327,1,06/2018,ALL
908729999993262080,0,06/2018,ALL
789031953639022593,0,06/2018,ALL
3166270918,0,06/2018,ALL
608079104,1,06/2018,ALL
144439609,1,06/2018,ALL
76043834,0,06/2018,ALL
2851405380,1,06/2018,ALL
950624350427783168,1,06/2018,ALL
1444799468,1,06/2018,ALL
35216864,1,06/2018,ALL
710330334265479168,0,06/2018,ALL
3311063375,0,06/2018,ALL
287859136,0,06/2018,ALL
17226612,0,06/2018,ALL
17392332,1,06/2018,ALL
2397575574,0,06/2018,ALL
38952364,0,06/2018,ALL
3292530666,0,06/2018,ALL
2184926258,0,06/2018,ALL
3305615771,0,06/2018,ALL
3300913889,0,06/2018,ALL
202637436,0,06/2018,ALL
175722238,0,06/2018,ALL
23601260,0,06/2018,ALL
986614449351032832,0,06/2018,ALL
803698899085127680,0,06/2018,ALL
2356982959,1,06/2018,ALL
44607361,1,06/2018,ALL
518238327,1,06/2018,ALL
2711212681,0,06/2018,ALL
152348706,1,06/2018,ALL
3097187167,0,06/2018,ALL
179646149,1,06/2018,ALL
176801733,1,06/2018,ALL
165587349,1,06/2018,ALL
360634518,0,06/2018,ALL
63270954,1,06/2018,ALL
906352657157169152,1,06/2018,ALL
297397741,1,06/2018,ALL
3903744505,1,06/2018,ALL
1056109520,1,06/2018,ALL
241185642,0,06/2018,ALL
29370246,1,06/2018,ALL
718804592973053952,1,06/2018,ALL
14630174,0,06/2018,ALL
19199915,1,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
296728882,1,06/2018,ALL
951837157643247617,0,06/2018,ALL
2356982959,1,06/2018,ALL
518238327,1,06/2018,ALL
377867202,0,06/2018,ALL
783314485092216833,1,06/2018,ALL
968981132816478208,0,06/2018,ALL
396413733,0,06/2018,ALL
22638747,0,06/2018,ALL
297397741,0,06/2018,ALL
52032424,1,06/2018,ALL
1329687187,0,06/2018,ALL
622137409,1,06/2018,ALL
136644618,1,06/2018,ALL
15664534,0,06/2018,ALL
102816328,1,06/2018,ALL
3527715379,1,06/2018,ALL
805741436465512448,0,06/2018,ALL
105150346,0,06/2018,ALL
56791060,0,06/2018,ALL
751693307030413316,0,06/2018,ALL
608079104,1,06/2018,ALL
952157550434242560,0,06/2018,ALL
26431083,0,06/2018,ALL
3417651219,1,06/2018,ALL
3993251776,0,06/2018,ALL
3415655637,1,06/2018,ALL
782108998157922304,0,06/2018,ALL
110754856,0,06/2018,ALL
3240963368,1,06/2018,ALL
297397741,1,06/2018,ALL
43842358,0,06/2018,ALL
1536562052,0,06/2018,ALL
555031989,0,06/2018,ALL
287859136,0,06/2018,ALL
232424572,1,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
15664534,0,06/2018,ALL
1395333732,0,06/2018,ALL
359709987,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
1444869962,1,06/2018,ALL
1269990092,0,06/2018,ALL
7163202,0,06/2018,ALL
23553726,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
15664534,1,06/2018,ALL
123620817,0,06/2018,ALL
2356982959,1,06/2018,ALL
518238327,1,06/2018,ALL
796329325,0,06/2018,ALL
823868404142604290,0,06/2018,ALL
2425836948,0,06/2018,ALL
23849527,0,06/2018,ALL
58569666,1,06/2018,ALL
900300126312333312,0,06/2018,ALL
15664534,0,06/2018,ALL
707633761232535552,1,06/2018,ALL
4137140788,0,06/2018,ALL
3290201727,1,06/2018,ALL
36624028,1,06/2018,ALL
3198352443,1,06/2018,ALL
3497342836,0,06/2018,ALL
61510774,0,06/2018,ALL
256965214,0,06/2018,ALL
823868404142604290,0,06/2018,ALL
152348706,1,06/2018,ALL
4603259056,1,06/2018,ALL
48658826,1,06/2018,ALL
34423941,0,06/2018,ALL
793127878766497792,0,06/2018,ALL
58435561,0,06/2018,ALL
103012986,0,06/2018,ALL
3903744505,0,06/2018,ALL
760093046142857216,0,06/2018,ALL
9547792,0,06/2018,ALL
296728882,0,06/2018,ALL
718804592973053952,1,06/2018,ALL
359709987,0,06/2018,ALL
851807887508873216,0,06/2018,ALL
28170108,0,06/2018,ALL
26478168,0,06/2018,ALL
29370246,1,06/2018,ALL
844002878360641537,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
10771782,0,06/2018,ALL
153446892,1,06/2018,ALL
287859136,0,06/2018,ALL
149666064,0,06/2018,ALL
366323045,0,06/2018,ALL
29370246,1,06/2018,ALL
1072508497,0,06/2018,ALL
766283682927828992,1,06/2018,ALL
718804592973053952,0,06/2018,ALL
2245189134,0,06/2018,ALL
718804592973053952,1,06/2018,ALL
28286822,0,06/2018,ALL
12197662,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
2748383843,0,06/2018,ALL
718804592973053952,1,06/2018,ALL
718804592973053952,0,06/2018,ALL
29370246,1,06/2018,ALL
718804592973053952,0,06/2018,ALL
1118765467,0,06/2018,ALL
968981132816478208,0,06/2018,ALL
855915336771805186,0,06/2018,ALL
15664534,1,06/2018,ALL
182101428,1,06/2018,ALL
718804592973053952,0,06/2018,ALL
245780174,0,06/2018,ALL
771932239278010373,0,06/2018,ALL
18779370,0,06/2018,ALL
1542874154,0,06/2018,ALL
602090062,0,06/2018,ALL
15611090,0,06/2018,ALL
64386354,0,06/2018,ALL
710776230405087232,0,06/2018,ALL
994727805328986112,1,06/2018,ALL
47580171,0,06/2018,ALL
557540539,0,06/2018,ALL
21499040,0,06/2018,ALL
42002120,1,06/2018,ALL
2356982959,1,06/2018,ALL
518238327,1,06/2018,ALL
836919320567562240,0,06/2018,ALL
34423941,0,06/2018,ALL
34423941,0,06/2018,ALL
844002878360641537,0,06/2018,ALL
951837157643247617,1,06/2018,ALL
855915336771805186,1,06/2018,ALL
287859136,0,06/2018,ALL
303590108,0,06/2018,ALL
4441246034,0,06/2018,ALL
906497405188661248,1,06/2018,ALL
21264315,1,06/2018,ALL
161980775,0,06/2018,ALL
718804592973053952,1,06/2018,ALL
718804592973053952,0,06/2018,ALL
939590434510159872,0,06/2018,ALL
296728882,0,06/2018,ALL
475308891,0,06/2018,ALL
180000404,0,06/2018,ALL
57700707,1,06/2018,ALL
24242781,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
44663631,0,06/2018,ALL
565594923,0,06/2018,ALL
19595743,1,06/2018,ALL
15664534,1,06/2018,ALL
3950712075,0,06/2018,ALL
46240925,1,06/2018,ALL
280187894,1,06/2018,ALL
2356982959,1,06/2018,ALL
518238327,1,06/2018,ALL
292958094,0,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
919997827136106502,0,06/2018,ALL
851410313580761090,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
1395333732,0,06/2018,ALL
718804592973053952,1,06/2018,ALL
860499839993266177,1,06/2018,ALL
129858308,1,06/2018,ALL
22194854,1,06/2018,ALL
844002878360641537,0,06/2018,ALL
2435510922,0,06/2018,ALL
1536103471,0,06/2018,ALL
931839746191507457,1,06/2018,ALL
854525711691825152,1,06/2018,ALL
296728882,0,06/2018,ALL
38561345,1,06/2018,ALL
35216864,1,06/2018,ALL
572366128,1,06/2018,ALL
887422567346126848,1,06/2018,ALL
770403737080729600,1,06/2018,ALL
14615761,0,06/2018,ALL
44663631,0,06/2018,ALL
15221598,0,06/2018,ALL
2288567291,0,06/2018,ALL
608835608,0,06/2018,ALL
44663631,1,06/2018,ALL
296728882,1,06/2018,ALL
718804592973053952,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
15611090,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
844002878360641537,0,06/2018,ALL
735913757293969408,0,06/2018,ALL
296728882,1,06/2018,ALL
106287256,1,06/2018,ALL
836919320567562240,0,06/2018,ALL
1306900436,1,06/2018,ALL
429008970,0,06/2018,ALL
294932830,0,06/2018,ALL
1409726425,0,06/2018,ALL
4157252692,0,06/2018,ALL
407206775,1,06/2018,ALL
30641933,0,06/2018,ALL
3527715379,0,06/2018,ALL
718804592973053952,0,06/2018,ALL
844002878360641537,0,06/2018,ALL
28170108,0,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
287859136,0,06/2018,ALL
114722371,0,06/2018,ALL
919617324260438017,0,06/2018,ALL
18952656,1,06/2018,ALL
58679577,1,06/2018,ALL
710330334265479168,0,06/2018,ALL
884022229,1,06/2018,ALL
893786970933129216,1,06/2018,ALL
68939904,0,06/2018,ALL
149666064,0,06/2018,ALL
245274881,1,06/2018,ALL
106287256,0,06/2018,ALL
48829726,0,06/2018,ALL
721590650563461120,1,06/2018,ALL
160888515,0,06/2018,ALL
256549909,0,06/2018,ALL
809392810692640768,0,06/2018,ALL
2437493161,1,06/2018,ALL
1072508497,1,06/2018,ALL
1115910919,0,06/2018,ALL
14863500,1,06/2018,ALL
11230502,0,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
1115910919,0,06/2018,ALL
308789690,1,06/2018,ALL
40975045,0,06/2018,ALL
19315280,0,06/2018,ALL
717699506993774592,0,06/2018,ALL
75999351,0,06/2018,ALL
15221598,0,06/2018,ALL
516642056,1,06/2018,ALL
80606843,1,06/2018,ALL
2851405380,0,06/2018,ALL
21901902,1,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
287859136,0,06/2018,ALL
608079104,0,06/2018,ALL
721590650563461120,1,06/2018,ALL
294932830,0,06/2018,ALL
102809134,0,06/2018,ALL
15664534,0,06/2018,ALL
241185642,0,06/2018,ALL
43842358,0,06/2018,ALL
555031989,0,06/2018,ALL
2361707564,0,06/2018,ALL
390220422,1,06/2018,ALL
22011557,0,06/2018,ALL
100301186,0,06/2018,ALL
947135173077893120,1,06/2018,ALL
854804050239516672,1,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
841996988904292352,0,06/2018,ALL
4482754095,0,06/2018,ALL
42604774,1,06/2018,ALL
1735172144,1,06/2018,ALL
968981132816478208,0,06/2018,ALL
2356982959,0,06/2018,ALL
518238327,0,06/2018,ALL
1242570896,1,06/2018,ALL
164416840,0,06/2018,ALL
17104814,1,06/2018,ALL
994536222126198784,1,06/2018,ALL
516642056,0,06/2018,ALL
94867184,0,06/2018,ALL
1395333732,0,06/2018,ALL
281317232,1,06/2018,ALL
117134586,0,06/2018,ALL
516642056,1,06/2018,ALL
947135173077893120,1,06/2018,ALL
58566981,0,06/2018,ALL
106683247,1,06/2018,ALL
961309883558711297,1,06/2018,ALL
1248091788,0,06/2018,ALL
917601339949109248,1,06/2018,ALL
917681170099220480,1,06/2018,ALL
45105785,0,06/2018,ALL
887422567346126848,1,06/2018,ALL
547922279,0,06/2018,ALL
935920862355709957,1,06/2018,ALL
781412151093235712,0,06/2018,ALL
887422567346126848,1,06/2018,ALL
15221598,0,06/2018,ALL
819861340294524928,0,06/2018,ALL
7163202,0,06/2018,ALL
180000404,0,06/2018,ALL
967424267343319041,0,06/2018,ALL
29370246,0,06/2018,ALL
3398360807,1,06/2018,ALL
1965348956,1,06/2018,ALL
15664534,0,06/2018,ALL
829451219928166401,0,06/2018,ALL
19397439,1,06/2018,ALL
275542774,0,06/2018,ALL
864120276396773376,0,06/2018,ALL
15221598,0,06/2018,ALL
486902154,1,06/2018,ALL
1005077091325546496,0,06/2018,ALL
3497342836,0,06/2018,ALL
15664534,0,06/2018,ALL
112381481,1,06/2018,ALL
2466013141,1,06/2018,ALL
19397439,1,06/2018,ALL
2826536509,1,06/2018,ALL
19397439,1,06/2018,ALL
884022229,1,06/2018,ALL
720474368,0,06/2018,ALL
322178589,0,06/2018,ALL
110754856,0,06/2018,ALL
110754856,1,06/2018,ALL
567013578,1,06/2018,ALL
937859622,0,06/2018,ALL
974140999118319616,1,06/2018,ALL
296728882,1,06/2018,ALL
296728882,1,06/2018,ALL
935077752977334272,1,06/2018,ALL
2344530218,1,06/2018,ALL
61092280,1,06/2018,ALL
1132795518,0,06/2018,ALL
32332637,0,06/2018,ALL
861611791696228353,1,06/2018,ALL
30054650,0,06/2018,ALL
1374181736,0,06/2018,ALL
2782300825,1,06/2018,ALL
398876214,0,06/2018,ALL
76004287,0,06/2018,ALL
968981132816478208,0,06/2018,ALL
266090037,0,06/2018,ALL
2826536509,0,06/2018,ALL
19397439,0,06/2018,ALL
994536222126198784,0,06/2018,ALL
3191025717,0,06/2018,ALL
246495872,0,06/2018,ALL
715491550109642752,0,06/2018,ALL
959063234371342336,0,06/2018,ALL
19397439,0,06/2018,ALL
16449776,0,06/2018,ALL
974285327165739008,1,06/2018,ALL
80841370,0,06/2018,ALL
19397439,1,06/2018,ALL
145858997,1,06/2018,ALL
43266236,0,06/2018,ALL
884022229,1,06/2018,ALL
425021073,0,06/2018,ALL
43266236,0,06/2018,ALL
287859136,0,06/2018,ALL
724611831785000960,0,06/2018,ALL
888808440583172096,0,06/2018,ALL
826274564741017600,0,06/2018,ALL
292306781,1,06/2018,ALL
401385794,0,06/2018,ALL
69110205,0,06/2018,ALL
43237915,0,06/2018,ALL
516642056,1,06/2018,ALL
57700707,0,06/2018,ALL
114140278,1,06/2018,ALL
30838162,1,06/2018,ALL
703322916016926721,1,06/2018,ALL
2718262992,1,06/2018,ALL
15221598,0,06/2018,ALL
393404934,0,06/2018,ALL
705035876401848320,0,06/2018,ALL
